airport_code,airport_name,airport_name_zh
ILE,Skylark Field,none
ILF,Ilford Airport,none
ILG,New Castle Airport,none
ILH,Illesheim Air Base,none
ILI,Iliamna Airport,none
ILK,Atsinanana Airport,none
ILL,Willmar Municipal/John L Rice Field,none
ILM,Wilmington International Airport,none
ILN,Wilmington Air Park,none
ILO,Iloilo International Airport,伊洛伊洛國際機場
ILP,Ile des Pins Airport,none
ILQ,Ilo Airport,none
ILR,Ilorin International Airport,none
ILS,Ilopango International Airport,none
ILU,Kilaguni Airport,none
ILY,Islay Airport,none
ILZ,Zilina Airport,none
IMB,Imbaimadai Airport,none
IMF,Imphal Airport,none
IMK,Simikot Airport,none
IML,Imperial Municipal Airport,none
IMM,Immokalee Regional Airport,none
IMO,Zemio Airport,none
IMP,Prefeito Renato Moreira Airport,none
IMQ,Makou Airport,none
IMT,Ford Airport,none
INA,Inta Airport,none
INC,Yinchuan Hedong International Airport,银川河东国际机场
IND,Indianapolis International Airport,印第安纳波利斯国际机场
INF,In Guezzam Airport,none
ING,Lago Argentino Airport,none
INH,Inhambane Airport,none
INI,Nis Airport,尼什君士坦丁大帝機場
INJ,Injune Airport,none
INK,Winkler County Airport,none
INL,Falls International/Einarson Field,none
INM,Innamincka Airport,none
INN,Innsbruck Airport,因斯布魯克機場
INO,Inongo Airport,none
INQ,Inisheer Aerodrome,none
INS,Creech Afb Airport,none
INT,Smith Reynolds Airport,none
INU,Nauru International Airport,諾魯國際機場
INV,Inverness Airport,因弗内斯機場
INW,Winslow-Lindbergh Regional Airport,none
INX,Inanwatan Airport,none
INZ,In Salah Airport,none
IOA,Ioannina Airport,none
IOM,Isle of Man Airport,none
ION,Impfondo Airport,none
IOR,Inishmore Aerodrome,none
IOS,Bahia - Jorge Amado Airport,none
IOU,Edmond Cane Airport,none
IOW,Iowa City Municipal Airport,none
IPA,Ipota Airport,none
IPC,Mataveri Airport,马塔维里国际机场
IPE,Ipil Airport,none
IPG,Ipiranga Airport,none
IPH,Sultan Azlan Shah Airport,怡保国际机场
IPI,San Luis Airport,none
IPL,Imperial County Airport,none
IPN,Usiminas Airport,none
IPT,Williamsport Regional Airport,none
IPU,Ipiau Airport,none
IPZ,San Isidro del General Airport,none
IQA,Al Asad Air Base,阿薩德空軍基地
IQM,Qiemo Airport,且末机场
IQN,Qingyang Airport,庆阳机场
IQQ,Diego Aracena Airport,none
IQT,Coronel FAP Francisco Secada Vignetta International Airport,none
IRA,Ngorangora Airport,none
IRB,Iraan Municipal Airport,none
IRC,Circle City Airport,none
IRE,Irece Airport,none
IRG,Lockhart River Airport,none
IRI,Iringa Airport,none
IRJ,Capitan V A Almonacid Airport,none
IRK,Kirksville Regional Airport,none
IRM,Igrim Airport,none
IRN,Iriona Airport,none
IRO,Birao Airport,none
IRP,Matari Airport,none
IRS,Kirsch Municipal Airport,none
IRZ,Tapuruquara Airport,none
ISA,Mount Isa Airport,none
ISB,Islamabad International Airport,伊斯蘭瑪巴德國際機場
ISC,St. Mary's Airport,none
ISE,Suleyman Demirel International Airport,none
ISG,Ishigaki Airport,石垣機場
ISI,Isisford Airport,none
ISJ,Isla Mujeres Airport,none
ISK,Ozar Airport,none
ISL,Ataturk International Airport,阿塔图尔克机场
ISM,Kissimmee Gateway Airport,none
ISO,Kinston Regional Jetport At Stallings Field,none
ISP,Long Island Mac Arthur Airport,长岛麦克阿瑟机场
ISQ,Schoolcraft County Airport,none
ISS,Wiscasset Airport,none
IST,Istanbul Airport,伊斯坦堡機場
ISU,Sulaymaniyah International Airport,none
ISW,Alexander Field South Wood County Airport,none
ITA,Itacoatiara Airport,none
ITB,Itaituba Airport,none
ITE,Itubera Airport,none
ITH,Ithaca Tompkins International Airport,none
ITI,Agropecuaria Castanhais Airport,none
ITM,Osaka International Airport,大阪國際機場
ITO,Hilo International Airport,希洛國際機場
ITP,Itaperuna Airport,none
ITQ,Itaqui Airport,none
IUD,Al Udeid Air Base,none
IUE,Niue International Airport,纽埃国际机场
IVA,Ambanja Airport,none
IVC,Invercargill Airport,因弗卡吉爾機場
IVG,Berane Airport,none
IVL,Ivalo Airport,伊瓦洛机场
IVR,Inverell Airport,none
IVW,Inverway Airport,none
IWA,Ivanovo South Airport,none
IWD,Gogebic/Iron County Airport,none
IWJ,Iwami Airport,石見機場
IWK,Iwakuni Marine Corps Air Station,岩國飛行場
IWO,Iwo Jima Airport,none
IWS,West Houston Airport,none
IXA,Agartala Airport,none
IXB,Bagdogra Airport,none
IXC,Chandigarh Airport,none
IXD,Allahabad Airport,none
IXE,Mangalore International Airport,门格洛尔国际机场
IXG,Belgaum Airport,none
IXH,Kailashahar Airport,none
IXI,North Lakhimpur Airport,none
IXJ,Jammu Airport,none
IXK,Keshod Airport,none
IXL,Leh Kushok Bakula Rimpochee Airport,none
IXM,Madurai Airport,none
IXN,Khowai Airport,none
IXP,Pathankot Air Force Station,none
IXQ,Kamalpur Airport,none
IXR,Birsa Munda Airport,none
IXS,Silchar Airport,none
IXT,Pasighat Airport,none
IXU,Aurangabad Airport,none
IXV,Along Airport,none
IXW,Jamshedpur Airport,none
IXY,Kandla Airport,none
IXZ,Vir Savarkar International Airport,韋埃爾·薩瓦卡國際機場
IYK,Inyokern Airport,none
IZA,Zona da Mata Regional Airport,none
IZO,Izumo Airport,出雲機場
IZT,Ixtepec Airport,none
JAA,Jalalabad Airport,賈拉拉巴德機場
JAB,Jabiru Airport,none
JAC,Jackson Hole Airport,none
JAD,Perth Jandakot Airport,none
JAE,Shumba Airport,none
JAF,Jaffna International Airport,none
JAG,Shahbaz Air Base,none
JAI,Jaipur International Airport,none
JAK,Jacmel Airport,none
JAL,El Lencero Airport,none
JAM,Bezmer Air Base,贝兹梅尔空军基地
JAN,Jackson-Medgar Wiley Evers International Airport,none
JAP,Chacarita Airport,none
JAR,Jahrom Airport,none
JAS,Jasper County/Bell Field,none
JAU,Francisco Carle Airport,none
JAV,Ilulissat Airport,none
JAW,Araripina Airport,none
JAX,Jacksonville International Airport,杰克逊维尔国际机场
JBK,Qitai Jiangbulake Airport,奇台江布拉克机场
JBQ,La Isabela International Airport,伊莎貝拉國際機場
JBR,Jonesboro Municipal Airport,none
JCB,Santa Terezinha Airport,none
JCI,New Century Aircenter Airport,none
JCK,Julia Creek Airport,none
JCL,Ceske Budejovice Airport,none
JCM,Jacobina Airport,none
JCR,Jacareacanga Airport,none
JCT,Kimble County Airport,none
JCY,Lbj Ranch Airport,none
JDA,Grant County Regional/Ogilvie Field,none
JDF,Francisco de Assis Airport,none
JDG,Jeongseok Airport,靜石飛行場
JDH,Jodhpur Airport,none
JDN,Jordan Airport,none
JDO,Orlando Bezerra de Menezes Airport,none
JDR,Prefeito Octavio de Almeida Neves Airport,none
JDZ,Jingdezhen Airport,景德镇罗家机场
JED,King Abdulaziz International Airport,阿卜杜勒-阿齐兹国王国际机场
JEE,Jeremie Airport,none
JEF,Jefferson City Memorial Airport,none
JEG,Aasiaat Airport,none
JEK,Jeki Airstrip,none
JEQ,Jequie Airport,none
JER,Jersey Airport,none
JFK,John F Kennedy International Airport,約翰·甘迺迪國際機場
JFN,Northeast Ohio Regional Airport,none
JFR,Paamiut Airport,none
JGA,Jamnagar Airport,none
JGN,Jiayuguan Airport,嘉峪关酒泉机场
JGS,Jinggangshan Airport,吉安井冈山机场
JHB,Senai International Airport,士乃国际机场
JHF,São Paulo Catarina Executive Airport,none
JHG,Xishuangbanna Gasa Airport,西双版纳嘎洒国际机场
JHL,Fort MacKay/Albian Aerodrome,none
JHM,Kapalua Airport,none
JHS,Sisimiut Airport,none
JHW,Chautauqua County/Jamestown Airport,none
JIA,Juina Airport,none
JIB,Djibouti-Ambouli Airport,吉布提-安布利国际机场
JIC,Jinchuan Airport,金昌金川机场
JIJ,Jigjiga Garad Wilwal Airport,none
JIK,Ikaria Airport,none
JIL,Jilin Airport,吉林二台子机场
JIM,Jimma Airport,none
JIN,Jinja Airport,none
JIP,Jipijapa Airport,none
JIQ,Qianjiang Wulingshan Airport,黔江武陵山机场
JIR,Jiri Airport,none
JIU,Jiujiang Lushan Airport,九江庐山机场
JIW,Jiwani Airport,none
JJD,Comandante Ariston Pessoa Airport,none
JJG,Humberto Ghizzo Bortoluzzi Regional Airport,none
JJI,Juanjui Airport,none
JJM,Mulika Lodge Airport,none
JJN,Quanzhou Airport,泉州晋江国际机场
JKG,Jonkoping Airport,none
JKH,Chios Island National Airport,none
JKL,Kalymnos Airport,none
JKR,Janakpur Airport,none
JKV,Cherokee County Airport,none
JLA,Quartz Creek Airport,none
JLN,Joplin Regional Airport,none
JLR,Jabalpur Airport,none
JLS,Jales Airport,none
JMK,Mikonos Airport,none
JMO,Jomsom Airport,佐莫索姆機場
JMS,Jamestown Regional Airport,none
JMU,Jiamusi Airport,佳木斯松江国际机场
JNA,Januaria Airport,none
JNB,O. R. Tambo International Airport,奧利華·坦博國際機場
JNG,Jining Da'an Airport,济宁大安机场
JNH,Jiaxing Nanhu Airport,嘉兴南湖机场
JNI,Junin Airport,none
JNU,Juneau International Airport,朱诺国际机场
JNX,Naxos Airport,none
JNZ,Jinzhou Airport,锦州锦州湾机场
JOE,Joensuu Airport,约恩苏机场
JOG,Adi Sutjipto International Airport,阿迪蘇吉普托國際機場
JOH,Port St Johns Airport,none
JOI,Lauro Carneiro de Loyola Airport,none
JOL,Jolo Airport,霍洛机场
JOM,Njombe Airport,none
JOS,Yakubu Gowon Airport,none
JOT,Joliet Regional Airport,none
JPA,Presidente Castro Pinto Airport,none
JPR,Ji-Parana Airport,none
JQA,Qaarsut Airport,none
JQE,Jaque Airport,none
JRF,Kalaeloa (John Rodgers Field) Airport,none
JRG,Jharsuguda Airport,none
JRH,Jorhat Airport,焦尔哈德机场
JRN,Juruena Airport,none
JRO,Kilimanjaro International Airport,乞力馬扎羅國際機場
JSA,Jaisalmer Airport,none
JSH,Sitia Airport,none
JSI,Skiathos Island National Airport,none
JSM,Jose De San Martin Airport,none
JSR,Jessore Airport,杰索尔机场
JST,John Murtha Johnstown/Cambria County Airport,none
JSU,Maniitsoq Airport,none
JSY,Syros Airport,none
JTC,Bauru-Arealva Airport,none
JTI,Jatai Airport,none
JTR,Santorini Airport,圣托里尼机场
JTY,Astypalaia Airport,none
JUA,Juara Sul Airport,none
JUB,Juba Airport,朱巴国际机场
JUI,Juist Airport,none
JUJ,Gobernador Horacio Guzman International Airport,none
JUL,Inca Manco Capac International Airport,印加曼科加帕克国际机场
JUM,Jumla Airport,none
JUN,Jundah Airport,none
JUR,Jurien Bay Airport,none
JUT,Jutigalpa airport,none
JUV,Upernavik Airport,none
JUZ,Quzhou Airport,衢州机场
JVA,Ankavandra Airport,none
JVI,Central Jersey Regional Airport,none
JVL,Southern Wisconsin Regional Airport,none
JWA,Jwaneng Airport,none
JWN,Zanjan Airport,none
JWO,Jungwon Air Base,none
JXA,Jixi Xingkaihu Airport,鸡西兴凯湖机场
JXN,Jackson County/Reynolds Field,none
JYR,Jiroft Airport,none
JYV,Jyvaskyla Airport,于韦斯屈莱机场
JZH,Jiuzhai Huanglong Airport,九寨黄龙机场
KAA,Kasama Airport,none
KAB,Kariba International Airport,none
KAC,Kamishly Airport,none
KAD,Kaduna Airport,none
KAE,Kake Seaplane Base,none
KAG,Gangneung Airport,江陵飛行場
KAJ,Kajaani Airport,卡亚尼机场
KAL,Kaltag Airport,none
KAN,Mallam Aminu International Airport,none
KAO,Kuusamo Airport,库萨莫机场
KAP,Kapanga Airport,none
KAR,Kamarang Airport,none
KAT,Kaitaia Airport,none
KAU,Kauhava Airport,考哈瓦机场
KAV,Kavanayen Airport,none
KAW,Kawthoung Airport,none
KAX,Kalbarri Airport,none
KAY,Wakaya Island Airport,none
KAZ,Kao Airport,克瓦邦机场
KBA,Kabala Airport,none
KBB,Kirkimbie Station Airport,none
KBC,Birch Creek Airport,none
KBG,Kabalega Falls Airport,none
KBH,Buzwagi Airport,none
KBI,Kribi Airport,none
KBJ,Kings Canyon Airport,none
KBK,Kushinagar Airport,none
KBL,Kabul International Airport,喀布尔国际机场
KBM,Kabwum,none
KBN,Tunta Airport,none
KBO,Kabalo Airport,none
KBP,Boryspil International Airport,鲍里斯皮尔国际机场
KBQ,Kasungu Airport,none
KBR,Sultan Ismail Petra Airport,苏丹依斯迈柏特拉机场
KBS,Bo Airport,none
KBU,Stagen Airport,none
KBV,Krabi Airport,喀比國際機場
KBY,Streaky Bay Airport,none
KBZ,Kaikoura Airport,none
KCA,Kuqa Airport,库车龟兹机场
KCB,Tepoe Airstrip,none
KCE,Collinsville Airport,none
KCF,Kadanwari Airport,none
KCG,Chignik Airport,none
KCH,Kuching International Airport,古晉國際機場
KCK,Kirensk Airport,none
KCL,Chignik Lagoon Airport,none
KCM,Kahramanmaraş Airport,none
KCO,Cengiz Topel Airport,none
KCQ,Chignik Lake Airport,none
KCR,Colorado Creek Airport,none
KCS,Kings Creek Airport,none
KCT,Koggala Airport,none
KCU,Masindi Airport,none
KCZ,Kochi Ryoma Airport,高知機場
KDA,Kolda North Airport,none
KDB,Kambalda Airport,none
KDC,Kandi Airport,none
KDD,Khuzdar Airport,none
KDH,Kandahar Airport,坎大哈国际机场
KDI,Wolter Monginsidi Airport,哈罗柳机场
KDJ,Ville Airport,none
KDK,Kodiak Municipal Airport,none
KDL,Kardla Airport,none
KDM,Kaadedhdhoo Airport,none
KDN,Ndende Airport,none
KDO,Kadhdhoo Airport,none
KDR,Kandrian Airport,none
KDT,Kamphaeng Saen Airport,none
KDU,Skardu Airport,none
KDV,Vunisea Airport,none
KDX,Kadugli Airport,none
KDY,Tyopliy Klyuch Airport,none
KEA,Kerki International Airport,none
KEB,Nanwalek Airport,none
KEC,Kasenga Airport,none
KED,Kaedi Airport,none
KEE,Kelle Airport,none
KEF,Keflavik International Airport,凯夫拉维克机场
KEI,Kepi Airport,none
KEJ,Kemerovo Airport,none
KEK,Ekwok Airport,none
KEL,Kiel-Holtenau Airport,none
KEM,Kemi-Tornio Airport,凯米-托尔尼奥机场
KEN,Kenema Airport,none
KEO,Odienne Airport,none
KEP,Nepalgunj Airport,none
KEQ,Kebar Airport,none
KER,Kerman Airport,none
KES,Kelsey Airport,none
KET,Kengtung Airport,景棟機場
KEU,Keekorok Airport,none
KEV,Halli Airport,哈利机场
KEY,Kericho Airport,none
KFA,Kiffa Airport,none
KFE,Fortescue - Dave Forrest Aerodrome,none
KFG,Kalkgurung Airport,none
KFP,False Pass Airport,none
KFS,Kastamonu Airport,none
KFZ,Kukes Airport,none
KGA,Kananga Airport,卡南加機場
KGC,Kingscote Airport,none
KGD,Khrabrovo Airport,哈拉波罗夫机场
KGE,Kagau Island Airport,none
KGF,Sary-Arka International Airport,none
KGG,Kedougou Airport,none
KGI,Kalgoorlie-Boulder Airport,none
KGJ,Karonga Airport,none
KGK,Koliganek Airport,none
KGL,Kigali International Airport,基加利国际机场
KGN,Kasongo Airport,none
KGO,Kropyvnytskyi Airport,克羅皮夫尼茨基機場
KGP,Kogalym International Airport,科加雷姆国际机场
KGS,Kos Airport,none
KGT,Garze Kangding Airport,甘孜康定机场
KGU,Keningau Airport,none
KGX,Grayling Airport,none
KGY,Kingaroy Airport,none
KGZ,Glacier Creek Airport,none
KHC,Kerch Airport,刻赤機場
KHD,Khoram Abad Airport,none
KHG,Kashgar Airport,喀什徠寧國際機場
KHH,Kaohsiung International Airport,高雄國際機場
KHI,Jinnah International Airport,真纳国际机场
KHJ,Kauhajoki Airport,none
KHK,Khark Island Airport,none
KHM,Kanti Airport,none
KHN,Nanchang Changbei International Airport,南昌昌北国际机场
KHR,Kharkhorin Airport,哈拉和林机场
KHS,Khasab Air Base,海塞卜机场
KHT,Khost Airport,none
KHV,Khabarovsk-Novy Airport,哈巴罗夫斯克机场
KHW,Khwai River Lodge Airport,none
KHY,Khoy Airport,none
KHZ,Kauehi Airport,none
KIA,Kaieteur International Airport,none
KIC,Mesa Del Rey Airport,none
KID,Kristianstad Airport,none
KIE,Aropa Airport,none
KIF,Kingfisher Lake Airport,none
KIH,Kish International Airport,none
KIJ,Niigata Airport,新潟機場
KIK,Kirkuk Air Base,none
KIM,Kimberley Airport,金伯利機場
KIN,Norman Manley International Airport,诺曼·曼利国际机场
KIP,Kickapoo Downtown Airport,none
KIR,Kerry Airport,none
KIS,Kisumu Airport,none
KIT,Kithira Airport,none
KIW,Southdowns Airport,none
KIX,Kansai International Airport,关西国际机场
KIY,Kilwa Masoko Airport,none
KJA,Yemelyanovo Airport,克拉斯諾爾斯克國際機場
KJB,Kurnool Airport,none
KJH,Kaili Huangping Airport,凱里黃平機場
KJK,Wevelgem Airport,none
KJP,Kerama Airport,慶良間機場
KJT,Kertajati International Airport,戈达查帝国际机场
KKA,Koyuk Alfred Adams Airport,none
KKC,Khon Kaen Airport,none
KKD,Kokoda Airport,科科达机场
KKE,Kerikeri Airport,none
KKH,Kongiganak Airport,none
KKI,Akiachak Airport,none
KKJ,Kitakyushu Airport,北九州機場
KKK,Kalakaket Creek Air Station,none
KKM,Khok Kathiam Airport,none
KKN,Kirkenes Airport Hoybuktmoen,none
KKO,Kaikohe Airport,none
KKP,Koolburra Airport,none
KKQ,Krasnoselkup Airport,none
KKR,Kaukura Airport,none
KKS,Kashan Airport,none
KKT,Kentland Municipal Airport,none
KKU,Ekuk Airport,none
KKW,Kikwit Airport,none
KKX,Kikai Airport,喜界機場
KKY,Kilkenny Airport,none
KLB,Kalabo Airport,none
KLC,Kaolack Airport,none
KLD,Migalovo Air Base,none
KLE,Kaele Airport,none
KLF,Grabtsevo Airport,none
KLG,Kalskag Airport,none
KLH,Kolhapur Airport,none
KLI,Kotakoli Airport,none
KLK,Kalokol Airport,none
KLM,Kalaleh Airport,none
KLN,Larsen Bay Airport,none
KLO,Kalibo International Airport,卡利博國際機場
KLQ,Keluang Airport,none
KLR,Kalmar Airport,卡爾馬機場
KLS,Southwest Washington Regional Airport,none
KLU,Klagenfurt Airport,none
KLV,Karlovy Vary International Airport,none
KLW,Klawock Airport,none
KLX,Kalamata Airport,none
KLY,Kinkungwa Airport,none
KLZ,Kleinsee Airport,none
KMA,Kerema Airport,none
KME,Kamembe Airport,卡门贝国际机场
KMG,Kunming Wujiaba International Airport,昆明长水国际机场
KMH,Johan Pienaar Airport,約翰皮納爾機場
KMI,Miyazaki Airport,宮崎機場
KMJ,Kumamoto Airport,熊本機場
KMK,Makabana Airport,none
KML,Kamileroi Airport,none
KMN,Kamina / Ville Airport,none
KMO,Manokotak Airport,none
KMP,Keetmanshoop Airport,none
KMQ,Komatsu Airport,小松機場
KMR,Karimui Airport,none
KMS,Kumasi Airport,none
KMU,Kisimayu Airport,none
KMV,Kalay Airport,none
KMW,Kostroma Sokerkino Airport,none
KMX,King Khaled Air Base,哈立德国王空军基地
KMZ,Kaoma Airport,none
KNA,Vina del mar Airport,none
KNB,Kanab Municipal Airport,none
KND,Kindu Airport,none
KNF,RAF Marham,马汉姆皇家空军基地
KNG,Kaimana Airport,乌塔罗姆机场
KNH,Kinmen Airport,金門機場
KNI,Katanning Airport,none
KNJ,Kindamba Airport,none
KNK,Kokhanok Airport,none
KNM,Kaniama Airport,none
KNN,Kankan Airport,none
KNO,Polonia International Airport,none
KNQ,Kone Airport,none
KNR,Jam Airport,none
KNS,King Island Airport,none
KNT,Kennett Memorial Airport,none
KNU,Kanpur Chakeri Airport,none
KNW,New Stuyahok Airport,none
KNX,Kununurra Airport,none
KNZ,Kenieba Airport,none
KOA,Ellison Onizuka Kona International At Keahole Airport,科納國際機場
KOC,Koumac Airport,none
KOE,El Tari Airport,埃尔·塔里国际机场
KOF,Komatipoort Airport,none
KOH,Koolatah Airport,none
KOI,Kirkwall Airport,柯克沃爾機場
KOJ,Kagoshima Airport,鹿兒島機場
KOK,Kruunupyy Airport,科科拉-皮耶塔尔萨里机场
KOO,Kongolo Airport,none
KOP,Nakhon Phanom Airport,none
KOQ,Kothen Airport,none
KOS,Sihanoukville International Airport,西哈努克國際機場
KOT,Kotlik Airport,none
KOU,Koulamoutou Airport,none
KOV,Kokshetau Airport,none
KOW,Ganzhou Airport,none
KOX,Kokonau Airport,none
KOZ,Ouzinkie Airport,none
KPC,Port Clarence Cgs Airport,none
KPI,Kapit Airport,none
KPM,Kompiam Airport,none
KPN,Kipnuk Airport,none
KPO,Pohang Airport,浦項慶州機場
KPP,Kalpowar Airport,none
KPS,Kempsey Airport,none
KPT,Jackpot/Hayden Field,none
KPV,Perryville Airport,none
KPW,Keperveem Airport,none
KQA,Akutan Airport,none
KQH,"Kishangarh Airport, Ajmer",none
KQT,Qurghonteppa International Airport,none
